,count,sample,catalogue,Taxo_level,species,genus,family,order,class,phylum,superkingdom,knowledge
1621,7,msp_1810,gut & oral,species,Streptococcus salivarius 2,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,unknown
837,7,msp_0902,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
426,7,msp_0445,gut,genus,unclassified Ruminococcus 2,Ruminococcus 2,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1325,7,msp_1550,gut,genus,unclassified Oscillospirales 5 CAG-110,Oscillospirales 5 CAG-110,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1284,7,msp_1483,gut,family,unclassified Oscillospirales 1 CAG-382,unclassified Oscillospirales 1 CAG-382,Oscillospirales 1 CAG-382,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
387,7,msp_0406,gut,genus,unclassified Caecibacter,Caecibacter,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
1326,7,msp_1552,gut,species,Lachnospiraceae bacterium UBA2886 & RUG297,Agathobacter,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1392,7,msp_1649,gut,species,[Clostridiales] bacterium UBA1390,unclassified Lachnospirales,unclassified Lachnospirales,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1368,7,msp_1613,gut,genus,unclassified Anaerovibrio,Anaerovibrio,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,unknown
533,7,msp_0561,gut,family,unclassified Lachnospiraceae G,unclassified Lachnospiraceae G,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
173,7,msp_0182,gut,species,Firmicutes bacterium CAG:424,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
870,7,msp_0944,gut,family,unclassified Clostridiales 1b,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
207,7,msp_0218,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1022,7,msp_1129,gut,family,unclassified Clostridiales 2e,unclassified Clostridiales 2e,Clostridiales 2e,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1024,7,msp_1131,gut,genus,unclassified Eggerthella,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
372,7,msp_0391,gut,species,Oscillibacter sp. CAG:155,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
436,7,msp_0455,gut,species,Candidatus Gastranaerophilales sp1,Gastranaerophilaceae CAG-306,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
1027,7,msp_1134,gut,species,[Clostridium] sp. CAG:798,unclassified Clostridiales 2e,Clostridiales 2e,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1182,7,msp_1341,gut & oral,species,Streptococcus infantarius,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
923,7,msp_1004,gut,family,unclassified Clostridiales 2c,unclassified Clostridiales 2c,Clostridiales 2c,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
884,7,msp_0962,gut,genus,unclassified Acutalibacteraceae 2 CAG-528,Acutalibacteraceae 2 CAG-528,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
295,7,msp_0311,gut,genus,unclassified Oscillospirales 4 F23-B02,Oscillospirales 4 F23-B02,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1224,7,msp_1400,gut,family,unclassified Christensenellales CAG-138,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
46,7,msp_0049,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
747,7,msp_0795,gut,genus,unclassified Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239,Alphaproteobacteria RF32,Alphaproteobacteria,Proteobacteria,Bacteria,unknown
1711,7,msp_2931,oral,species,Eubacterium callanderi == [Butyribacterium] methylotrophicum,Eubacterium,Eubacteriaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria,known
1202,7,msp_1365,gut,species,Megasphaera sp. UBA1696,Megasphaera,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
1501,7,msp_1853,gut,family,unclassified Elusimicrobiaceae,unclassified Elusimicrobiaceae,Elusimicrobiaceae,Elusimicrobiales,Elusimicrobia,Elusimicrobiota,Bacteria,unknown
807,7,msp_0868,gut,species,Lachnospiraceae bacterium 2_1_46FAA,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
479,7,msp_0502,gut,genus,unclassified Bacteroides 2,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
613,7,msp_0649,gut,species,Acidaminococcus sp. Marseille-P4266,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,unknown
575,7,msp_0611,gut,species,Bacteroidales bacterium H2 / [Prevotella] sp. CAG:251,Duncaniella,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
682,7,msp_0725,gut,species,[Clostridiales] bacterium CIM:MAG 491,Oscillospirales 6 NK3B98,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
461,7,msp_0483,gut,species,Veillonella ratti,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
313,7,msp_0330,gut,species,Firmicutes bacterium CAG:534,Lachnospiraceae E CAG-85,Lachnospiraceae E,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
97,7,msp_0101,gut,species,Bacteroides sp. CAG:875 & sp. 2789STDY5834845,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
700,7,msp_0745,gut,species,Frisingicoccus caecimuris,Frisingicoccus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
1694,7,msp_2854,oral,genus,unclassified Pauljensenia,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
1311,7,msp_1527,gut,genus,unclassified Lachnospiraceae K CAG-56,Lachnospiraceae K CAG-56,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1608,7,msp_1327,gut & oral,species,Peptostreptococcus stomatis,Peptostreptococcus,Peptostreptococcaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,known
1606,7,msp_1156,gut & oral,species,Solobacterium moorei,Solobacterium,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,known
111,7,msp_0117,gut,species,Butyricimonas faecalis,Butyricimonas,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1172,7,msp_1328,gut,family,unclassified Bacilli RF39 CAG-611,unclassified Bacilli RF39 CAG-611,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
176,6,msp_0185,gut,genus,unclassified Eisenbergiella,Eisenbergiella,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
524,6,msp_0552,gut,family,unclassified Oscillospiraceae,unclassified Oscillospiraceae,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1001,6,msp_1102,gut,species,Firmicutes bacterium CAG:552,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
918,6,msp_0999,gut,species,Collinsella stercoris,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
1133,6,msp_1271,gut,genus,unclassified Ruminococcus,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
889,6,msp_0967,gut,genus,unclassified Burkholderiaceae CAG-521,Burkholderiaceae CAG-521,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
927,6,msp_1008,gut,family,unclassified Bacilli ML615J-28 CAG-313,unclassified Bacilli ML615J-28 CAG-313,Bacilli ML615J-28 CAG-313,Bacilli ML615J-28,Bacilli,Firmicutes,Bacteria,unknown
1131,6,msp_1269,gut,family,unclassified Clostridiales 2h,unclassified Clostridiales 2h,Clostridiales 2h,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
957,6,msp_1044,gut,genus,unclassified Fusobacterium,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,unknown
989,6,msp_1086,gut,family,unclassified Clostridiales 1b,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
1160,6,msp_1307,gut,family,unclassified Bacilli RF39 CAG-1000,unclassified Bacilli RF39 CAG-1000,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
897,6,msp_0978,gut,family,unclassified Peptococcaceae,unclassified Peptococcaceae,Peptococcaceae,Peptococcales,Peptococcia,Firmicutes,Bacteria,unknown
1379,6,msp_1629,gut,family,unclassified Monoglobaceae,unclassified Monoglobaceae,Monoglobaceae,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
899,6,msp_0980,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
967,6,msp_1056,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
422,6,msp_0441,gut,genus,unclassified Agathobacter,Agathobacter,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1475,6,msp_1820,gut,species,Clostridium sp. CL-2,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
937,6,msp_1019,gut,species,Oxalobacter formigenes,Oxalobacter,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1352,6,msp_1589,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1144,6,msp_1285,gut,genus,unclassified Bacilli RF39 CAG-822 UBA5026,Bacilli RF39 CAG-822 UBA5026,Bacilli RF39 CAG-822,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1644,6,msp_2310,oral,species,Streptococcus sobrinus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
726,6,msp_0774,gut,species,Prevotella sp. CAG:1058,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
429,6,msp_0448,gut,order,unclassified Lachnospirales,unclassified Lachnospirales,unclassified Lachnospirales,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
574,6,msp_0608,gut,species,Muribaculaceae sp. 7,Muribaculaceae CAG-873,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
143,6,msp_0149,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1472,6,msp_1814,gut,genus,unclassified Parabacteroides,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
470,6,msp_0493,gut,species,[Eubacterium] sp. CAG:603 & sp. 2789STDY5608818,unclassified Lachnospiraceae,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
882,6,msp_0960,gut,family,unclassified Clostridiales 1b,unclassified Clostridiales 1b,Clostridiales 1b,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
676,6,msp_0717,gut,genus,unclassified Ruminococcus,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1095,6,msp_1230,gut,genus,unclassified Bacilli RF39 CAG-611 CAG-710,Bacilli RF39 CAG-611 CAG-710,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1404,6,msp_1667,gut,family,unclassified Christensenellales UBA7102,unclassified Christensenellales UBA7102,Christensenellales UBA7102,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
418,6,msp_0437c,gut & oral,species,Actinomyces oris,Actinomyces,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
847,6,msp_0914,gut,genus,unclassified Acutalibacter,Acutalibacter,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
256,6,msp_0268,gut,species,Blautia sp. N6H1-15,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1416,6,msp_1684,gut,species,[Faecalicatena] contorta,Mediterraneibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
1122,6,msp_1260,gut,species,[Clostridium] sp. CAG:793,unclassified Clostridiales 2g,Clostridiales 2g,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1594,6,msp_0295,gut & oral,species,Desulfovibrio fairfieldensis,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota,Bacteria,known
677,6,msp_0719,gut,species,[Selenomonadales] bacterium CIM:MAG 469,unclassified Christensenellales QALW01,Christensenellales QALW01,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
856,6,msp_0927,gut,genus,unclassified_Erysipelatoclostridium,Erysipelatoclostridium,Erysipelatoclostridiaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
771,6,msp_0823,gut,species,[Ruminococcus] sp. CAG:724,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1099,6,msp_1235,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
481,6,msp_0504,gut,family,unclassified Oscillospirales 1 CAG-272,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1065,6,msp_1189,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1116,6,msp_1253,gut,family,unclassified Clostridiales 2b,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1568,6,msp_2006,gut,genus,unclassified Ruminococcus 2,Ruminococcus 2,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1086,6,msp_1217,gut,species,Eggerthella sp. CAG:1427,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
311,6,msp_0328,gut,species,[Brachyspira] sp. CAG:484,Gastranaerophilaceae CAG-484,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
1104,6,msp_1240,gut,genus,unclassified_Holdemanella,Holdemanella,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
1401,6,msp_1662,gut,genus,unclassified Lachnospiraceae B EuG,Lachnospiraceae B EuG,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
824,6,msp_0888,gut,genus,unclassified Muribaculaceae CAG-485,Muribaculaceae CAG-485,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1046,6,msp_1159,gut,genus,unclassified Collinsella,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1044,6,msp_1155,gut,species,Bifidobacterium angulatum,Bifidobacterium,Bifidobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
206,6,msp_0217,gut,species,Bacteroides ndongoniae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1052,6,msp_1171,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
776,6,msp_0830,gut,genus,unclassified Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239,Alphaproteobacteria RF32,Alphaproteobacteria,Proteobacteria,Bacteria,unknown
1433,6,msp_1715,gut,genus,unclassified Gemmiger,Gemmiger,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1208,6,msp_1377,gut,species,Collinsella sp. UBA1690,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1268,6,msp_1464,gut,genus,unclassified Bilophila,Bilophila,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota,Bacteria,unknown
865,6,msp_0938,gut,species,[Firmicutes] bacterium CAG:536,unclassified Erysipelotrichaceae,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
721,6,msp_0768,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
1049,6,msp_1166,gut,family,unclassified Clostridiales 1i,unclassified Clostridiales 1i,Clostridiales 1i,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
503,6,msp_0528,gut,genus,unclassified Parabacteroides,Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
368,6,msp_0387,gut,species,Firmicutes bacterium CAG:882,Lachnospiraceae B CAG-882,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
975,5,msp_1068,gut,species,[Clostridium] sp. CAG:524,Bacilli RF39 CAG-1000 CAG-1000,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1219,5,msp_1389,gut,family,unclassified Bacilli RFN20 CAG-449,unclassified Bacilli RFN20 CAG-449,Bacilli RFN20 CAG-449,Bacilli RFN20,Bacilli,Firmicutes,Bacteria,unknown
1587,5,msp_2207,gut,order,unclassified Oscillospirales,unclassified Oscillospirales,unclassified Oscillospirales,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1436,5,msp_1720,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1604,5,msp_1028c,gut & oral,species,Prevotella intermedia,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1432,5,msp_1714,gut,species,Cloacibacillus evryensis,Cloacibacillus,Synergistaceae,Synergistales,Synergistia,Synergistetes,Bacteria,known
1435,5,msp_1718,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1701,5,msp_2888,oral,species,Streptococcus pseudopneumoniae,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1217,5,msp_1387,gut,genus,unclassified Desulfovibrio,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota,Bacteria,unknown
1707,5,msp_2912,oral,species,[Actinomyces] odontolyticus 2,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
1169,5,msp_1322,gut,species,[Clostridium] sp. CAG:1193,Bacilli RF39 UBA5348 CAG-1193,Bacilli RF39 UBA5348,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1322,5,msp_1545,gut,family,unclassified Oscillospirales 3,unclassified Oscillospirales 3,Oscillospirales 3,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1063,5,msp_1185,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1473,5,msp_1816,gut,species,Citrobacter braakii,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1689,5,msp_2818,oral,species,Enterococcus durans,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1271,5,msp_1467,gut,family,unclassified Methanomethylophilaceae,unclassified Methanomethylophilaceae,Methanomethylophilaceae,Methanomassiliicoccales,Thermoplasmata,Thermoplasmatota,Archaea,unknown
1034,5,msp_1142,gut,family,unclassified Atopobiaceae,unclassified Atopobiaceae,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1025,5,msp_1132,gut,order,unclassified Monoglobales 2,unclassified Monoglobales 2,unclassified Monoglobales 2,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
1262,5,msp_1455,gut,genus,unclassified Bacilli RF39 CAG-822 UBA3631,Bacilli RF39 CAG-822 UBA3631,Bacilli RF39 CAG-822,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1045,5,msp_1157,gut,genus,unclassified Bacilli RF39 CAG-611 CAG-451,Bacilli RF39 CAG-611 CAG-451,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1539,5,msp_1917,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1530,5,msp_1901,gut,species,Eggerthella sinensis,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
1047,5,msp_1160,gut,species,[Clostridiaceae] bacterium CIM:MAG 987 / [Clostridium] sp. CAG:533,Bacilli RF39 CAG-1000 CAG-533,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1528,5,msp_1896,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1400,5,msp_1660,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1649,5,msp_2350,oral,species,[Actinomyces] sp. oral taxon 181,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
1676,5,msp_2524,oral,species,Lacticaseibacillus rhamnosus,Lacticaseibacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1301,5,msp_1510c,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
1119,5,msp_1257,gut,species,[Clostridium] sp. CAG:921,unclassified Clostridiales 2j,Clostridiales 2j,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1142,5,msp_1281,gut,family,unclassified Elusimicrobiaceae,unclassified Elusimicrobiaceae,Elusimicrobiaceae,Elusimicrobiales,Elusimicrobia,Elusimicrobiota,Bacteria,unknown
1686,5,msp_2681,oral,species,Porphyromonas uenonis,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1070,5,msp_1196,gut & oral,species,Lactobacillus crispatus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1457,5,msp_1766,gut,species,Enterobacter ludwigii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1090,5,msp_1221,gut,species,[Mycoplasma] sp. CAG:776,Bacilli RF39 CAG-1000 CAG-776,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1123,5,msp_1261,gut,family,unclassified Clostridiales 2b,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
0,5,msp_0001,gut,species,Blastocystis sp. subtype 3,Blastocystis,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,known
874,5,msp_0948,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
786,5,msp_0842,gut,family,unclassified Christensenellales QALW01,unclassified Christensenellales QALW01,Christensenellales QALW01,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
520,5,msp_0548,gut,genus,unclassified Lachnospira,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
440,5,msp_0459,gut,genus,unclassified Roseburia,Roseburia,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
799,5,msp_0855,gut,family,unclassified Oscillospiraceae,unclassified Oscillospiraceae,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
114,5,msp_0120,gut,genus,unclassified Victivallis,Victivallis,Victivallaceae,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
668,5,msp_0708,gut,species,[Ruminococcus] sp. CAG:563,Acutalibacteraceae 1 CAG-488,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
500,5,msp_0525,gut,genus,unclassified Muribaculaceae sp6,Muribaculaceae sp6,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
740,5,msp_0788,gut,genus,unclassified Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239 CAG-495,Alphaproteobacteria RF32 CAG-239,Alphaproteobacteria RF32,Alphaproteobacteria,Proteobacteria,Bacteria,unknown
116,5,msp_0122,gut,genus,unclassified Bacteroides CAG-462,Bacteroides CAG-462,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
617,5,msp_0653,gut,species,Muribaculaceae sp. 2,Muribaculum,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
644,5,msp_0683,gut,family,unclassified Monoglobales UBA1381,unclassified Monoglobales UBA1381,Monoglobales UBA1381,Monoglobales,Clostridia,Firmicutes,Bacteria,unknown
810,5,msp_0871,gut,family,unclassified Christensenellales QALW01,unclassified Christensenellales QALW01,Christensenellales QALW01,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
602,5,msp_0638,gut,species,Enteroscipio rubneri,Enteroscipio,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
812,5,msp_0873,gut,species,Olsenella sp. Marseille-P2300,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
390,5,msp_0409,gut & oral,species,Pyramidobacter piscolens,Pyramidobacter,Dethiosulfovibrionaceae,Synergistales,Synergistia,Synergistetes,Bacteria,known
531,5,msp_0559,gut,genus,unclassified Hungatella,Hungatella,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
476,5,msp_0499,gut,species,[Clostridium] sp. CAG:590,Lachnospiraceae A CAG-590,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
