,count,sample,catalogue,Taxo_level,species,genus,family,order,class,phylum,superkingdom,knowledge
823,14,msp_0887,gut,family,unclassified Anaerotignaceae,unclassified Anaerotignaceae,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
699,14,msp_0744,gut,species,Acidaminococcus sp. CAG:542,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,unknown
648,14,msp_0688,gut,family,unclassified Lachnospiraceae,unclassified Lachnospiraceae,Lachnospiraceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
854,14,msp_0925,gut & oral,species,Lactobacillus paragasseri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
852,14,msp_0922,gut,genus,unclassified Angelakisella,Angelakisella,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
477,14,msp_0500,gut,genus,unclassified Merdibacter,Merdibacter,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
281,14,msp_0297,gut,species,Anaerotruncus sp. AT3,Anaerotruncus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
386,14,msp_0405,gut,species,Ruminococcus sp. CAG:403,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
348,14,msp_0366,gut,genus,unclassified Caecibacter,Caecibacter,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
590,14,msp_0626,gut,species,Citrobacter portucalensis,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
112,14,msp_0118,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
595,14,msp_0631,gut,genus,unclassified Oscillospirales 5 CAG-110,Oscillospirales 5 CAG-110,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
199,14,msp_0209,gut,species,Enterobacter roggenkampii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
628,13,msp_0666,gut,order,unclassified Coriobacteriia,unclassified Coriobacteriia,unclassified Coriobacteriales,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
1031,13,msp_1139,gut,species,[Clostridium] sp. CAG:389,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1286,13,msp_1485,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
717,13,msp_0764,gut,genus,unclassified Alistipes 2,Alistipes 2,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
475,13,msp_0498,gut,species,[Ruminococcus] sp. CAG:488,Acutalibacteraceae 1 CAG-488,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
895,13,msp_0976,gut,genus,unclassified Oscillospirales 5 CAG-170,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
441,13,msp_0460,gut,genus,unclassified Bacteroides,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
624,13,msp_0662,gut,species,bacterium OL-1,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
170,13,msp_0179,gut,species,Coprococcus eutactus,Coprococcus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
955,13,msp_1042,gut,genus,unclassified Bacilli RF39 CAG-611 UBA7057,Bacilli RF39 CAG-611 UBA7057,Bacilli RF39 CAG-611,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
261,13,msp_0273,gut,species,[Clostridium] sp. CAG:510,Lachnospiraceae CAG-510,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
480,13,msp_0503,gut,species,[Coraliomargarita] sp. CAG:312,unclassified Opitutales CAG-312,Opitutales CAG-312,Opitutales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,unknown
842,13,msp_0907,gut,species,[Clostridium] sp. CAG:465,unclassified Clostridiales 2j,Clostridiales 2j,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
583,13,msp_0619,gut,genus,unclassified Massilioclostridium,Massilioclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
615,13,msp_0651,gut,species,Prevotella sp. Marseille-P4119,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1218,13,msp_1388,gut,genus,unclassified Coprococcus B,Coprococcus B,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
814,13,msp_0876,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
609,13,msp_0645,gut,species,[Clostridium] sp. CAG:452,unclassified Clostridiales 2f,Clostridiales 2f,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
581,13,msp_0617,gut,genus,unclassified Duodenibacillus,Duodenibacillus,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
853,13,msp_0924,gut,species,Methanobrevibacter smithii 2,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,unknown
1163,13,msp_1311,gut,species,Methanosphaera stadtmanae,Methanosphaera,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,known
1406,12,msp_1671c,gut,species,Neglecta timonensis,Acutalibacter,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
373,12,msp_0392,gut,species,Firmicutes bacterium CAG:238,Anaerovoracaceae CAG-145,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
469,12,msp_0492,gut,genus,unclassified Lawsonibacter,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
511,12,msp_0537,gut,species,Alistipes sp. An31A & Marseille-P5061 & UBA1813,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
666,12,msp_0706,gut,species,Dorea sp. Marseille-P4003,Dorea,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
886,12,msp_0964,gut,species,[Clostridium] sp. CAG:571,unclassified Clostridiales 2e,Clostridiales 2e,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1394,12,msp_1652,gut,genus,unclassified Intestinimonas,Intestinimonas,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
140,12,msp_0146c,gut & oral,species,Streptococcus sanguinis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
458,12,msp_0479,gut,species,[Eubacterium] sp. Marseille-P5640,Absiella-Longicatena,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
704,12,msp_0749,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
558,12,msp_0587,gut,genus,unclassified Fusobacterium,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,unknown
600,12,msp_0636,gut,species,Bacteroidales bacterium 55_9,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1147,12,msp_1290,gut,family,unclassified Bacilli RF39 CAG-822,unclassified Bacilli RF39 CAG-822,Bacilli RF39 CAG-822,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
90,12,msp_0094,gut,genus,unclassified Roseburia,Roseburia,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
432,12,msp_0451,gut,genus,unclassified Ruminococcus,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
965,12,msp_1054,gut,species,[Clostridium] sp. CAG:780,unclassified Clostridiales 2b,Clostridiales 2b,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1700,12,msp_2887,oral,species,Streptococcus mitis 2,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,unknown
974,12,msp_1066,gut,genus,unclassified Bacilli RF39 UBA5348 CAG-1193,Bacilli RF39 UBA5348 CAG-1193,Bacilli RF39 UBA5348,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
909,12,msp_0990,gut,family,unclassified Victivallaceae,unclassified Victivallaceae,Victivallaceae,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,unknown
621,12,msp_0657,gut,species,Clostridiales bacterium CIM:MAG 272,unclassified Clostridiales 2i,Clostridiales 2i,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
635,12,msp_0674,gut,species,[Eubacterium] sp. 2789STDY5834909,Anaerostipes,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
447,11,msp_0466,gut,genus,unclassified Sutterella,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
411,11,msp_0430,gut,family,unclassified Clostridiales 1e,unclassified Clostridiales 1e,Clostridiales 1e,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
264,11,msp_0276,gut,species,Flavonifractor sp. An10,Flavonifractor,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1628,11,msp_2227,oral,species,[Actinomyces] sp. ICM47,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
488,11,msp_0511,gut,genus,unclassified Muribaculaceae sp3,Muribaculaceae sp3,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1452,11,msp_1754,gut,species,[Raoultella] ornithinolytica,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
755,11,msp_0804,gut,species,[Catabacter] sp. UBA7597,unclassified Clostridiales 1e,Clostridiales 1e,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
795,11,msp_0851,gut,family,unclassified Anaerovoracaceae,unclassified Anaerovoracaceae,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
324,11,msp_0341,gut,species,Klebsiella michiganensis 2,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
714,11,msp_0761,gut,genus,unclassified Oscillospirales 5 CAG-110,Oscillospirales 5 CAG-110,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
802,11,msp_0859,gut,family,unclassified Christensenellales CAG-138,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
434,11,msp_0453,gut,genus,unclassified Oscillospirales 5 CAG-170,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1113,11,msp_1250,gut,species,Drancourtella sp. An12 & An57,Sellimonas,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
686,11,msp_0729,gut,species,[Ruminococcaceae] bacterium CIM:MAG 1170_1,unclassified Oscillospirales 1 CAG-272,Oscillospirales 1 CAG-272,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
711,11,msp_0758,gut,genus,unclassified Frisingicoccus,Frisingicoccus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
354,11,msp_0372,gut,family,unclassified Clostridiales 2i,unclassified Clostridiales 2i,Clostridiales 2i,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
1547,11,msp_1938,gut,family,unclassified Anaerovoracaceae,unclassified Anaerovoracaceae,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
720,11,msp_0767,gut,genus,unclassified Tyzzerella,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
389,11,msp_0408,gut & oral,species,Limosilactobacillus mucosae,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
1414,11,msp_1679,gut,genus,unclassified Niameybacter,Niameybacter,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
521,11,msp_0549,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
233,11,msp_0245,gut,species,Megasphaera massiliensis,Megasphaera,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
191,11,msp_0201,gut,species,Akkermansia sp. KLE1605,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,unknown
999,11,msp_1100,gut,genus,unclassified Oscillospirales 6 NK3B98,Oscillospirales 6 NK3B98,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
92,11,msp_0096,gut,species,Bacteroides sp. CAG:443,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
900,11,msp_0981,gut,genus,unclassified_Holdemanella,Holdemanella,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
1327,11,msp_1553,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
862,11,msp_0933,gut,genus,unclassified Blautia A,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
992,11,msp_1089,gut & oral,species,Lacticaseibacillus casei == paracasei,Lacticaseibacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
225,11,msp_0237,gut,species,[Roseburia] sp. CAG:182,Lachnospiraceae C EuR,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
103,11,msp_0108,gut & oral,species,Enterobacter hormaechei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
228,11,msp_0240,gut,genus,unclassified Oscillospiraceae CAG-129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
152,11,msp_0159,gut,species,Victivallis vadensis,Victivallis,Victivallaceae,Victivallales,Lentisphaeria,Verrucomicrobiota,Bacteria,known
1678,11,msp_2555,oral,species,Enterobacter cancerogenus,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1364,11,msp_1609c,gut,family,unclassified Oscillospirales 2,unclassified Oscillospirales 2,Oscillospirales 2,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1302,11,msp_1511c,gut,species,Enterobacter asburiae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
1009,11,msp_1112,gut,species,[Mycoplasma] sp. CAG:956,Bacilli RF39 CAG-1000 CAG-605,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1233,11,msp_1413,gut,family,unclassified Clostridiales 2a,unclassified Clostridiales 2a,Clostridiales 2a,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
495,11,msp_0518,gut,order,unclassified Coriobacteriia,unclassified Coriobacteriia,unclassified Coriobacteriales,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
168,11,msp_0177,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1348,10,msp_1581,gut,genus,unclassified Lawsonibacter,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
782,10,msp_0838,gut,species,Candidatus Gastranaerophilales sp2,Gastranaerophilaceae Zag111,Gastranaerophilaceae,Gastranaerophilales,Vampirovibrionia,Cyanobacteria,Bacteria,unknown
625,10,msp_0663,gut,family,unclassified Oscillospirales 1 CAG-382,unclassified Oscillospirales 1 CAG-382,Oscillospirales 1 CAG-382,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
779,10,msp_0834,gut,genus,unclassified Dialister,Dialister,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,unknown
912,10,msp_0993,gut,family,unclassified Clostridiales 2f,unclassified Clostridiales 2f,Clostridiales 2f,Clostridiales 2,Clostridia,Firmicutes,Bacteria,unknown
622,10,msp_0659,gut,species,Caecibacter massiliensis == Megasphaera hexanoica,Caecibacter,Megasphaeraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
391,10,msp_0410,gut,species,Clostridiales bacterium CIM:MAG 131,Acutalibacteraceae 3 An200,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
723,10,msp_0770,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
397,10,msp_0416,gut,species,[Bacteroides] sp. CAG:709,Rikenellaceae 2 RC9,Rikenellaceae 2,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
765,10,msp_0817,gut,genus,unclassified Faecalibacterium,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
398,10,msp_0417,gut,genus,unclassified Alistipes,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1523,10,msp_1885,gut,genus,unclassified Prevotella,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1143,10,msp_1282,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1146,10,msp_1287,gut,species,Lactobacillus delbrueckii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
420,10,msp_0439,gut,genus,unclassified Alistipes,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
599,10,msp_0635,gut,species,Flavobacteriales bacterium CIM:MAG 32_1,unclassified Flavobacteriales UBA1820,Flavobacteriales UBA1820,Flavobacteriales,Flavobacteriia,Bacteroidota,Bacteria,unknown
410,10,msp_0429,gut,species,Alistipes timonensis,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
58,10,msp_0061,gut,species,Bacteroides congonensis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
383,10,msp_0402,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
413,10,msp_0432,gut,family,unclassified Clostridiales 1h,unclassified Clostridiales 1h,Clostridiales 1h,Clostridiales 1,Clostridia,Firmicutes,Bacteria,unknown
333,10,msp_0350,gut,species,Fournierella massiliensis,Fournierella,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
805,10,msp_0865,gut,species,Enterobacter kobei,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
277,10,msp_0292,gut,genus,unclassified Frisingicoccus,Frisingicoccus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
326,10,msp_0343,gut,species,[Clostridium] sp. CAG:413,Acutalibacteraceae 1 CAG-177,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1115,10,msp_1252,gut,genus,unclassified Bacilli RF39 CAG-433 CAG-494,Bacilli RF39 CAG-433 CAG-494,Bacilli RF39 CAG-433,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1048,10,msp_1162,gut,genus,unclassified Bacilli RF39 CAG-1000 CAG-460,Bacilli RF39 CAG-1000 CAG-460,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
1226,10,msp_1402,gut,family,unclassified Anaerotignaceae,unclassified Anaerotignaceae,Anaerotignaceae,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
178,10,msp_0187,gut,species,Bacteroides togonis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1251,10,msp_1436,gut,genus,unclassified Collinsella,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
274,10,msp_0289,gut,species,Fusobacterium varium,Fusobacterium,Fusobacteriaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,Bacteria,known
1110,10,msp_1247,gut,genus,unclassified Bacilli RF39 CAG-1000 CAG-776b,Bacilli RF39 CAG-1000 CAG-776b,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
244,10,msp_0256,gut,species,Bacteroides sp. CAG:462 & sp. Marseille-P3684,Bacteroides CAG-462,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
703,10,msp_0748,gut,species,Firmicutes bacterium CAG:460,Bacilli RF39 CAG-1000 CAG-460,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
460,10,msp_0481,gut,species,Ruminococcus sp. CAG:579,Ruminococcus 2,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1709,9,msp_2919,oral,genus,unclassified Pauljensenia,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
1522,9,msp_1884,gut,,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unknown
753,9,msp_0802,gut,species,Bacteroidales bacterium H3,Muribaculaceae UBA7173,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,unknown
1632,9,msp_2245,oral,genus,unclassified Pauljensenia,Pauljensenia,Actinomycetaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,unknown
944,9,msp_1027,gut,genus,unclassified Bacilli RF39 CAG-1000 CAG-628,Bacilli RF39 CAG-1000 CAG-628,Bacilli RF39 CAG-1000,Bacilli RF39,Bacilli,Firmicutes,Bacteria,unknown
